qubit,t1_time,t1_err,t2r_time,t2r_err,t2e_time,t2e_err,temp_mK,timestamp
Q1,13.38947534562646,0.7277325890343023,4.743076687914946,0.7395687696284721,4.881275324599673,0.7385555417865037,110,2026-03-13 14:52:40
Q2,22.586182819659946,1.8145451245750597,2.3479352678571432,1.0350409966480874,2.6494578038547476,1.1511988525472745,110,2026-03-13 15:02:25
Q3,19.132496443532446,1.0227918669622023,7.462674548351195,0.8683640041202754,15.414694318526907,1.7272073481273584,110,2026-03-13 15:12:21
Q4,22.109402381206703,1.4366813318607403,7.473970682464859,1.1494043732236807,11.182602277629547,1.7687342043737333,110,2026-03-13 15:22:18
Q1,13.660256701667688,0.7787622959201322,5.3243202675223955,0.9517419917860243,5.55336137288981,0.8857370961517426,110,2026-03-13 17:18:27
Q2,25.3440139359116,3.222951421670215,1.4501953125000002,0.8266244790418833,1.8840412288153534,0.952128854313439,110,2026-03-13 17:28:07
Q3,21.633077832962847,1.369074468662783,8.39155712956571,0.8900241268741129,13.01927179680097,2.2956496424240034,110,2026-03-13 17:37:59
Q4,22.32585351653508,1.8925306381080509,11.668799872122007,2.4213202311318023,8.458753594734267,1.944711823512959,110,2026-03-13 17:47:47
Q1,13.660256701667688,0.7787622959201322,5.3243202675223955,0.9517419917860243,5.55336137288981,0.8857370961517426,110,2026-03-13 17:18:27
Q2,25.3440139359116,3.222951421670215,1.4501953125000002,0.8266244790418833,1.8840412288153534,0.952128854313439,110,2026-03-13 17:28:07
Q3,21.633077832962847,1.369074468662783,8.39155712956571,0.8900241268741129,13.01927179680097,2.2956496424240034,110,2026-03-13 17:37:59
Q4,22.32585351653508,1.8925306381080509,11.668799872122007,2.4213202311318023,8.458753594734267,1.944711823512959,110,2026-03-13 17:47:47
Q1,11.877655930253733,0.7460070194696306,6.115140591286885,0.942983673842318,4.966744631371237,0.704653195957378,125,2026-03-16 09:54:36
Q2,79.50590620832861,14.13632126126515,1.7954799107142858,0.8931389504902534,1.7954799107142858,0.8512530750674899,125,2026-03-16 10:04:04
Q3,22.71601548771696,1.865048914837053,8.04960747806466,0.9632344290384005,14.344716992287205,2.354060308501709,125,2026-03-16 10:13:40
Q4,17.070885789786068,1.3829107394213782,7.2549525818724945,1.3840843161529648,9.642905720740115,1.6336136761354105,125,2026-03-16 10:23:13
Q1,12.459982947528031,0.6828625740683031,5.931678128570994,1.124035188654641,5.288634247571279,0.8429740931280715,130,2026-03-13 19:02:41
Q2,23.75263058579974,2.066228587317496,1.5464920445401484,0.8288109271197149,1.3811383928571432,0.8007072092140857,130,2026-03-13 19:12:24
Q3,20.74520964854814,1.3120018908736437,9.966892869651847,1.3802426939420571,8.16026200077993,1.3007033576217202,130,2026-03-13 19:22:15
Q4,16.747994643502174,1.2217880613649137,7.334101269852767,1.4689027007678201,8.214984556764643,1.51306808061236,130,2026-03-13 19:32:04
Q1,10.569502908438727,0.6585586220268655,4.60575950611887,0.822432033844326,4.927324874251839,0.758824664471008,135,2026-03-15 23:57:22
Q2,8.226354254963189,2.624106912752202,1.7954799107142858,0.8176858059562265,1.7954799107142858,0.8477733342901458,135,2026-03-16 00:06:51
Q3,16.735422316843685,1.081367303210009,7.4243434166730955,0.9522327097934824,8.34932404859646,1.0668343030436354,135,2026-03-16 00:16:27
Q4,14.583132672148507,1.1163257512220879,6.704740555578496,1.2527102037947093,10.169675585947168,1.6884195518236451,135,2026-03-16 00:26:00
Q1,12.797321716639537,0.7255460680838218,4.462980587256778,0.8063551916600507,3.747546989701568,0.6017481630524132,140,2026-03-13 22:16:06
Q2,19.2838840254667,2.150088987806331,1.4501953125000002,0.8164357668907319,1.3811383928571466,0.793850155640018,140,2026-03-13 22:25:48
Q3,15.855991704655015,1.0688516586597077,6.048244091467927,0.9293608693990378,8.126973445982935,1.2666508547848825,140,2026-03-13 22:35:40
Q4,15.23103776580633,1.2574789559073463,6.142516574539619,1.253215212717252,12.421013306611862,2.4900422817555286,140,2026-03-13 22:45:30
Q1,8.731665140903873,0.5704088416146764,4.542197016013998,0.8556530644819464,3.6489816531593213,0.6525196312112465,145,2026-03-15 21:04:30
Q2,16.527438664666338,6.176520820817771,2.6001731129244456,1.0625115875493742,1.7954799107142858,0.8629663929825934,145,2026-03-15 21:13:58
Q3,12.271314105411188,1.0106291083934824,5.7105312660382115,0.6713627891987479,5.832675757223322,0.8648520458044708,145,2026-03-15 21:23:30
Q4,10.984686787142127,0.9536977680618711,4.526465378596315,0.795635196963328,8.42212250730357,1.6139933512237499,145,2026-03-15 21:33:05
Q1,7.481866816517926,0.5516670772965053,2.9763303731215185,0.6676428354467226,3.282037492837896,0.6194930629641229,150,2026-03-14 01:06:32
Q2,12.578197259958522,1.4195414721510324,1.4501953125000002,0.7708510249540049,1.3811383928571432,0.9361549610333604,150,2026-03-14 01:16:13
Q3,10.933042823618136,0.801559176520616,5.165340131249848,0.9422778730440027,5.232793242796203,0.741925192041729,150,2026-03-14 01:25:59
Q4,12.722319412765517,1.1460729718174334,6.254058507283494,1.1749432128339636,7.81198024916064,1.587988713733775,150,2026-03-14 01:35:50
Q1,7.6763305372376855,0.5858663467383328,3.768596822611017,0.7557975199969043,3.0327715614249713,0.626208522394484,155,2026-03-15 19:59:07
Q2,8.161610767732482,1.9480020193742227,2.9287578918074226,2.9640260070733606,1.7954799107142858,0.9053504290349483,155,2026-03-15 20:08:36
