qubit,t1_time,t1_err,t2e_time,t2e_err,temp_mK,timestamp
Q1,37.89688270183913,1.1461764139879362,52.51820796552883,1.8877205880940366,40,2026-03-30 15:28:08
Q3,42.562839675381454,1.5303782954909648,47.25715428317801,1.9217513618482678,40,2026-03-30 15:29:35
Q4,70.5348850511953,3.3074129591679378,60.18475035540645,3.1781387421093585,40,2026-03-30 15:31:02
