qubit,t1_time,t1_err,t2e_time,t2e_err,temp_mK,timestamp
Q1,42.928799447385366,1.1738255360929213,56.13484262730025,2.0305751701037056,30,2026-03-30 14:35:37
Q3,49.86830252419376,1.454862905569603,49.362001831207166,1.8358976652652153,30,2026-03-30 14:37:04
Q4,45.9891680927216,2.4102973544274517,66.62883775398303,3.417320650785732,30,2026-03-30 14:38:31
