qubit,t1_time,t1_err,t2e_time,t2e_err,temp_mK,timestamp
Q1,46.09761650110624,1.3285602898723705,40.45652242505858,1.6961704484019504,75,2026-03-30 19:16:23
Q3,42.94696170679466,1.4308876495164966,25.518041912800886,1.602550450742079,75,2026-03-30 19:17:51
Q4,36.923807882638094,2.2854838956236048,32.39588436798821,2.632425719945399,75,2026-03-30 19:19:18
