qubit,t1_time,t1_err,t2e_time,t2e_err,temp_mK,timestamp
Q1,2.846987838509755,0.8337157138794672,0.7577099301580708,0.49287846072930214,205,2026-03-31 21:04:18
Q3,1.7845539144644853,0.582325310824741,0.5524553571428572,0.4884719628378255,205,2026-03-31 21:05:27
Q4,0.5066504429957637,0.45964692547777686,0.6616352857744201,0.5542517779790748,205,2026-03-31 21:06:36
