qubit,t1_time,t1_err,t2e_time,t2e_err,temp_mK,timestamp
Q1,40.42811360965583,1.0478913990592305,54.08559098586799,1.8583504730622615,35,2026-03-30 15:02:03
Q3,37.62671715469614,1.2651104016362476,45.60593009068568,2.083068172570064,35,2026-03-30 15:03:30
Q4,53.930083369299105,2.4081881496558983,91.5387209480926,4.360861977607506,35,2026-03-30 15:04:57
