qubit,t1_time,t1_err,t2e_time,t2e_err,temp_mK,timestamp
Q1,36.25780401976091,1.1082929898382232,41.41906027004242,1.5925726723949865,50,2026-03-30 16:41:43
Q3,44.60737977356651,1.451309007324364,38.70209330556411,1.7847231935437393,50,2026-03-30 16:43:08
Q4,65.91477335173012,3.2120604302635205,64.51463685761212,3.354907790263842,50,2026-03-30 16:44:35
