qubit,t1_time,t1_err,t2e_time,t2e_err,temp_mK,timestamp
Q1,22.736283170391765,1.1380475277707698,9.681787898953635,0.9694248741023767,150,2026-03-31 12:23:30
Q3,24.246704912406397,1.1567723790560283,12.283598117503013,0.9934142172608721,150,2026-03-31 12:25:53
Q4,31.887321880923917,2.508126483896851,15.320462264018229,1.8830378371562464,150,2026-03-31 12:28:17
