qubit,t1_time,t1_err,t2e_time,t2e_err,temp_mK,timestamp
Q1,4.535454856534005,0.6971132688445831,2.9003906250000004,0.6713170315097344,185,2026-03-31 19:06:48
Q3,6.074935157093616,0.9650918327002272,2.9003906250000004,0.6154015943837673,185,2026-03-31 19:08:03
Q4,6.660198105544196,1.3721128027749878,2.9003906250000004,1.1161972359770964,185,2026-03-31 19:09:17
