qubit,t1_time,t1_err,t2e_time,t2e_err,temp_mK,timestamp
Q1,44.85002853389416,1.3382703117973833,30.22764382910458,1.393496735267817,95,2026-03-30 21:24:13
Q3,85.30889716101954,2.4063967460425255,31.550438418348982,1.5731446133271738,95,2026-03-30 21:26:14
Q4,46.41443496317641,2.236306513144405,27.26892975428254,2.2926748939027988,95,2026-03-30 21:28:17
