qubit,t1_time,t1_err,t2e_time,t2e_err,temp_mK,timestamp
Q1,38.0530312996882,1.1189791441767873,43.732355620868724,1.5774215961495293,45,2026-03-30 16:15:30
Q3,43.11405942477918,1.2666821985350505,42.67812059839933,2.0046193131884245,45,2026-03-30 16:16:57
Q4,51.710639971183674,2.3673177480734626,48.99519869996046,2.653133314334479,45,2026-03-30 16:18:24
